city,size_rank,date,rent,value,newconstruciton_count,newconstruciton_pricepersqft,rent_affordability,home_owner_affordability,years_for_downpayment,new_renter_income_needed,affordable_home_price,median_sale_price,unemployment,cpi,empl_services,empl_total_nonfarm,empl_mining,empl_wholesale,empl_localgov,empl_horeca,empl_professional_and_business_services,empl_transport_and_utilities,empl_information,empl_finance,empl_manufacuring,salary_hourly,electricity_price,population,fedfunds_rate
us,0.0,2020-12-31,1634.6391394689228,265527.60007613973,24813.0,163.7109568666336,0.2609386185118045,0.2282547674492208,7.792372393901077,59340.91850617303,394404.149090926,279300.0,6.7,262.005,100736.0,142518.0,558.0,5600.1,13698.0,12796.0,20716.0,27130.0,2715.0,8722.0,12194.0,29.9,0.136,332062.0,0.09
us,0.0,2021-01-31,1645.579255858211,269205.24402811384,18819.0,159.6638655462185,0.2606004392751366,0.2269006586743889,7.83840069080544,59711.28426045661,402798.6158189818,276667.0,6.4,262.518,101028.0,142916.0,549.0,5612.5,13746.0,12792.0,20871.0,27213.0,2746.0,8733.0,12188.0,29.93,0.136,332007.0,0.09
us,0.0,2021-02-28,1660.0234846544256,272977.0880611308,20831.0,163.0413775344248,0.2608193758014435,0.229922289113859,7.898339014868925,60115.388173614825,402067.5604756116,275667.0,6.2,263.583,101612.0,143443.0,539.0,5621.1,13733.0,13139.0,20937.0,27294.0,2763.0,8726.0,12217.0,30.06,0.137,331983.0,0.08
us,0.0,2021-03-31,1676.8624516366965,276902.82530869445,28518.0,164.55452127659575,0.2633750060620188,0.2389828426289018,8.023653975558627,60594.12652824412,389825.8028104224,279667.0,6.1,264.91,102181.0,144274.0,554.0,5635.1,13781.0,13298.0,21075.0,27422.0,2772.0,8736.0,12272.0,30.06,0.138,332023.0,0.07
us,0.0,2021-04-30,1695.955173971811,281167.07167515846,27147.0,167.51703255109766,0.2670196222996088,0.2426270451568282,8.170503904219917,61240.75653082404,389365.7918659999,289860.0,6.1,266.752,102486.0,144593.0,555.0,5652.4,13830.0,13552.0,21057.0,27388.0,2794.0,8752.0,12232.0,30.21,0.139,332089.0,0.07
us,0.0,2021-05-31,1719.1054663712675,285858.62291369605,26466.0,170.1059676519799,0.2710783135854365,0.2446133117919766,8.317547826504244,62081.74113629432,392697.8581109234,300860.0,5.8,268.452,102913.0,145044.0,555.0,5671.2,13854.0,13762.0,21121.0,27453.0,2818.0,8762.0,12264.0,30.39,0.14,332161.0,0.06
us,0.0,2021-06-30,1743.4776598631338,290891.2715255074,28617.0,172.91666666666666,0.2729744005738847,0.2467705703374038,8.39185061380855,63045.78115886268,395669.7570723278,310860.0,5.9,270.664,103573.0,145822.0,559.0,5697.6,13941.0,14064.0,21221.0,27599.0,2840.0,8768.0,12285.0,30.54,0.142,332249.0,0.08
us,0.0,2021-07-31,1766.7101264884311,295364.13270314544,25216.0,176.7748001880583,0.2745273105616721,0.2454986772039196,8.436253541422827,64043.51280062775,404414.8927681104,316667.0,5.4,271.994,104356.0,146761.0,562.0,5722.8,14023.0,14486.0,21376.0,27650.0,2868.0,8803.0,12353.0,30.65,0.143,332375.0,0.1
us,0.0,2021-08-31,1788.4292864564457,298480.5730261041,26583.0,178.24074074074073,0.2767569595893607,0.2453343808947211,8.455103144318205,65115.09504802604,409140.9602164016,318333.0,5.1,272.789,104740.0,147226.0,565.0,5739.9,14053.0,14606.0,21476.0,27713.0,2898.0,8821.0,12401.0,30.77,0.144,332506.0,0.09
us,0.0,2021-09-30,1806.6144268191968,300305.1003684057,26784.0,182.4641460234681,0.2813910449481054,0.2482200758877981,8.513949663980515,66176.33672837171,406390.6170926662,316667.0,4.7,273.887,105151.0,147706.0,566.0,5753.2,14047.0,14738.0,21569.0,27845.0,2920.0,8848.0,12439.0,30.95,0.144,332610.0,0.08
us,0.0,2021-10-31,1821.084118213468,302101.8494656705,26720.0,185.83333333333331,0.2857850299291512,0.2538997364779476,8.583740836733712,67086.34529558149,398412.7142941138,315000.0,4.5,276.434,105950.0,148566.0,570.0,5774.2,14022.0,14957.0,21830.0,27976.0,2935.0,8880.0,12497.0,31.15,0.142,332708.0,0.08
us,0.0,2021-11-30,1832.220514948737,304618.1127013928,28277.0,187.9646025575302,0.2892017631404303,0.2560552287039546,8.660644113424263,67860.87731037248,398164.6018184882,315967.0,4.2,278.799,106488.0,149197.0,573.0,5801.2,14028.0,15086.0,21971.0,28125.0,2953.0,8910.0,12534.0,31.24,0.142,332806.0,0.08
us,0.0,2021-12-31,1843.4968025294456,307767.6393664638,42635.0,192.20038815545664,0.2897123903829086,0.2571125819501453,8.678334430232043,68550.94037641745,400382.2648824027,315967.0,3.9,280.808,106946.0,149763.0,580.0,5829.1,14063.0,15254.0,22090.0,28192.0,2968.0,8938.0,12575.0,31.4,0.142,332891.0,0.08
us,0.0,2022-01-31,1857.256459996492,312191.83800390945,28216.0,190.62359802602063,0.2891900484321597,0.263539279454063,8.715503884017874,69104.7833302271,394448.1746938589,313967.0,4.0,282.39,107194.0,150014.0,575.0,5851.6,14084.0,15328.0,22176.0,28283.0,2987.0,8935.0,12602.0,31.63,0.147,332933.0,0.08
us,0.0,2022-02-28,1875.0822867637007,317527.6635694133,31182.0,191.65880286897368,0.2888308504626548,0.272777524081931,8.779776331745476,69664.64967333063,385280.8294356279,314333.0,3.8,284.535,107920.0,150876.0,582.0,5878.3,14099.0,15444.0,22303.0,28554.0,2991.0,8983.0,12649.0,31.65,0.148,332972.0,0.08
us,0.0,2022-03-31,1894.7184439252064,323805.0000676956,40372.0,193.29485148854928,0.2880364977052083,0.2852370580691423,8.866632322037324,70128.7895646681,372977.8145506485,321000.0,3.7,287.553,108307.0,151370.0,590.0,5915.4,14118.0,15523.0,22450.0,28600.0,3022.0,9002.0,12717.0,31.84,0.15,333067.0,0.2
us,0.0,2022-04-30,1916.0658344664612,330026.28901322256,34786.0,198.3125810211745,0.2878513932990647,0.3083927309834149,8.948736736309352,70763.14660604697,347306.83974693523,334633.0,3.7,288.764,108488.0,151642.0,597.0,5946.9,14140.0,15611.0,22425.0,28606.0,3034.0,9038.0,12768.0,31.95,0.151,333191.0,0.33
us,0.0,2022-05-31,1934.4332414724272,335557.97892534843,35945.0,200.6903353057199,0.2875738296366257,0.3170406315717697,9.014806632085994,71348.73078295671,342203.6020991246,345300.0,3.6,291.359,108686.0,151928.0,599.0,5970.1,14153.0,15670.0,22454.0,28602.0,3060.0,9051.0,12787.0,32.08,0.154,333317.0,0.77
us,0.0,2022-06-30,1953.2796022788843,340160.0127035549,37921.0,201.8443287037037,0.2880373537252811,0.326895567154388,9.074057145520136,71971.88122231606,335067.9259436102,351933.0,3.6,294.996,109051.0,152348.0,608.0,5984.5,14161.0,15760.0,22522.0,28686.0,3083.0,9058.0,12817.0,32.2,0.16,333451.0,1.21
us,0.0,2022-07-31,1968.0840271423683,342570.4179867911,30886.0,203.34928229665076,0.2879774696839328,0.3240127130034539,9.077702584060232,72439.973413026,340917.62154052843,348633.0,3.5,294.977,109521.0,153038.0,614.0,6001.1,14272.0,15910.0,22614.0,28728.0,3089.0,9073.0,12852.0,32.33,0.164,333599.0,1.68
us,0.0,2022-08-31,1980.0893668825413,342926.6822093087,34308.0,205.2715147972204,0.287564203619255,0.3173545693474632,9.032040356681184,72779.92784090615,349401.33287576964,342808.0,3.6,295.209,109726.0,153281.0,611.0,6019.8,14266.0,15973.0,22637.0,28758.0,3089.0,9089.0,12882.0,32.44,0.167,333762.0,2.33
us,0.0,2022-09-30,1985.0993936486911,341653.7067703051,34209.0,205.30421547472255,0.2877852313765177,0.3398326348371178,8.976618974288504,73016.67103965793,321674.1160213684,332841.0,3.5,296.341,109925.0,153536.0,615.0,6024.9,14260.0,16055.0,22678.0,28730.0,3098.0,9095.0,12899.0,32.54,0.167,333925.0,2.56
us,0.0,2022-10-31,1988.0236918163653,340411.7356835417,30716.0,205.65149136577708,0.2879324650195342,0.3603735300434356,8.927710973669926,73194.1248999987,299721.72808844806,326175.0,3.6,297.863,110209.0,153897.0,618.0,6043.9,14287.0,16150.0,22726.0,28739.0,3095.0,9123.0,12930.0,32.7,0.166,334071.0,3.08
us,0.0,2022-11-30,1987.208550975268,339359.02339829394,30360.0,204.5399022801303,0.2880208318267105,0.3560431699001153,8.883316225751384,73367.79565228675,302854.15098605806,319967.0,3.6,298.648,110371.0,154155.0,625.0,6050.3,14328.0,16205.0,22726.0,28714.0,3108.0,9134.0,12935.0,32.83,0.163,334206.0,3.78
us,0.0,2022-12-31,1990.813988878864,338402.7371555456,35831.0,202.6451781099489,0.2880149756474918,0.3418621701516884,8.833329447679615,73585.38169519608,316199.68917997915,314033.0,3.5,298.812,110476.0,154291.0,630.0,6063.3,14360.0,16255.0,22733.0,28706.0,3095.0,9145.0,12934.0,32.94,0.165,334326.0,4.1
us,0.0,2023-01-31,1995.7740573676515,337214.5132200297,24155.0,199.95,0.2879921427380058,0.3379002630884978,8.77458732171911,73813.44651103839,319160.30534287327,309033.0,3.5,300.356,110789.0,154773.0,631.0,6074.5,14402.0,16345.0,22771.0,28771.0,3067.0,9145.0,12942.0,33.07,0.168,334433.0,4.33
us,0.0,2023-02-28,2005.796416925728,336402.5779139497,30420.0,201.03113290375177,0.2879707698641346,0.3357244921231656,8.726854042692548,74021.60153397726,320570.7296773744,309733.0,3.6,301.509,110989.0,155060.0,633.0,6087.0,14430.0,16412.0,22779.0,28851.0,3049.0,9146.0,12940.0,33.15,0.168,334544.0,4.57
us,0.0,2023-03-31,2018.601219608537,336444.1604637027,42031.0,204.39456771852696,0.2884557872334981,0.3429404918892575,8.706894858719489,74302.75381431692,312778.3929526831,316500.0,3.5,301.744,111092.0,155206.0,635.0,6096.2,14457.0,16447.0,22797.0,28819.0,3054.0,9150.0,12932.0,33.31,0.166,334664.0,4.65
us,0.0,2023-04-30,2033.2632328347736,337493.182017228,37054.0,207.0844686648501,0.28859408439839,0.3376822763896603,8.713792931917807,74490.98621489019,319257.6141334188,326500.0,3.4,303.032,111290.0,155484.0,639.0,6095.2,14482.0,16489.0,22827.0,28834.0,3053.0,9179.0,12941.0,33.44,0.165,334792.0,4.83
us,0.0,2023-05-31,2046.436860527024,339183.46950464515,42400.0,210.23765996343693,0.2887766926656549,0.3410432184077711,8.738167277445761,74685.92036002954,317233.68735207134,337467.0,3.6,303.365,111530.0,155787.0,642.0,6102.4,14508.0,16528.0,22876.0,28875.0,3050.0,9192.0,12936.0,33.54,0.165,334929.0,5.06
us,0.0,2023-06-30,2056.8642655127014,341147.9327774268,41924.0,208.84641137627543,0.2885771071310016,0.3505520298797067,8.773788896562285,74753.22006839613,309276.3661778516,345800.0,3.6,304.003,111673.0,156027.0,642.0,6103.8,14536.0,16588.0,22883.0,28860.0,3043.0,9201.0,12945.0,33.7,0.17,335080.0,5.08
us,0.0,2023-07-31,2066.4035743535705,342898.86576788145,33816.0,208.6098213723473,0.2887270872157074,0.3552891498217326,8.80503202983618,74906.14651454712,306222.3427589716,350800.0,3.5,304.628,111814.0,156211.0,644.0,6120.1,14564.0,16629.0,22866.0,28869.0,3015.0,9219.0,12939.0,33.84,0.169,335248.0,5.12
us,0.0,2023-08-31,2074.884136148938,344488.75717078545,37348.0,206.782464846981,0.288976914129591,0.3629521185230709,8.83298584100686,75085.01349949061,300374.3760266558,349833.0,3.7,306.187,111931.0,156421.0,644.0,6121.6,14585.0,16681.0,22865.0,28840.0,2997.0,9223.0,12941.0,33.91,0.17,335431.0,5.33
us,0.0,2023-09-30,2079.8217661163417,345663.49265634106,34066.0,206.26286386356955,0.2893707285695229,0.3678419984383179,8.852278066148255,75288.68071068553,296881.49690532143,344833.0,3.8,307.288,112100.0,156667.0,645.0,6133.3,14612.0,16708.0,22864.0,28882.0,3008.0,9223.0,12954.0,34.01,0.171,335612.0,5.33
us,0.0,2023-10-31,2080.408223412047,346541.8307433228,32228.0,206.430043464025,0.2899199308271807,0.3804741603706644,8.863886891952586,75531.34973861669,286553.747558558,338833.0,3.9,307.531,112208.0,156832.0,644.0,6145.2,14642.0,16765.0,22859.0,28888.0,2982.0,9223.0,12923.0,34.1,0.169,335773.0,5.33
us,0.0,2023-11-30,2079.7364352535915,347178.39895495144,31197.0,202.73062730627305,0.2903256134398285,0.3757521358613433,8.868679482709796,75736.95695870387,291123.8738220133,332333.0,3.7,308.024,112324.0,157014.0,640.0,6152.1,14665.0,16775.0,22869.0,28843.0,2999.0,9227.0,12948.0,34.23,0.168,335925.0,5.33
us,0.0,2023-12-31,2081.206553485157,347643.9228647726,32476.0,204.14475719146304,0.2908470873474993,0.3577152470950273,8.86792125789248,75973.08962485039,308195.1400631745,328167.0,3.8,308.742,112505.0,157304.0,643.0,6159.5,14711.0,16816.0,22882.0,28867.0,3012.0,9233.0,12960.0,34.34,0.169,336070.0,5.33
us,0.0,2024-01-31,2089.9294674148555,348089.2450477096,23734.0,201.70025874896925,0.2908815116968336,0.3541802736003042,8.844365052376178,76277.8656272641,312030.5368376151,325833.0,3.7,309.685,112671.0,157560.0,641.0,6152.8,14742.0,16813.0,22930.0,28874.0,3020.0,9229.0,12966.0,34.51,0.173,336194.0,5.33
us,0.0,2024-02-29,2102.091196057993,348909.2343858175,29955.0,201.23339703774485,0.2909189049726777,0.3575828876007946,8.832232777919193,76563.90507731789,309304.8363580931,328667.0,3.9,311.054,112837.0,157796.0,641.0,6149.2,14776.0,16839.0,22936.0,28928.0,3017.0,9222.0,12957.0,34.56,0.173,336306.0,5.33
us,0.0,2024-03-31,2118.529933979797,350460.1946328977,35413.0,204.49953095684805,0.2910308250506766,0.3594778578825461,8.846063644943643,76806.63193875022,308808.56783898594,336667.0,3.9,312.23,113036.0,158106.0,643.0,6158.9,14832.0,16893.0,22953.0,28962.0,3019.0,9226.0,12951.0,34.69,0.174,336423.0,5.33
us,0.0,2024-04-30,2131.954166313305,352366.0128834972,33264.0,206.55737704918036,0.2909253171646002,0.365590460263073,8.868390549569838,76985.32168428566,304535.39887416165,346667.0,3.9,313.207,113147.0,158214.0,638.0,6165.4,14828.0,16884.0,22936.0,29003.0,3016.0,9223.0,12958.0,34.75,0.173,336550.0,5.33
us,0.0,2024-05-31,2144.4913836152227,353859.2753537993,35689.0,206.98387096774192,0.2906841743437812,0.3680200085197945,8.8802610052138,77126.86419245112,303489.18041981297,356333.0,4.0,313.225,113341.0,158430.0,634.0,6163.8,14856.0,16902.0,22991.0,29037.0,3015.0,9235.0,12961.0,34.88,0.175,336687.0,5.33
us,0.0,2024-06-30,2153.5517893953524,354504.281546935,32406.0,206.60304400555464,0.29061502321066,0.3635598560384203,8.871221148674474,77307.89875217181,308186.4258831286,364833.0,4.1,313.049,113436.0,158548.0,634.0,6169.8,14868.0,16906.0,22980.0,29036.0,3015.0,9248.0,12945.0,34.99,0.178,336839.0,5.33
us,0.0,2024-07-31,2161.9764191992726,354717.3774460989,30303.0,206.2977418455534,0.2905078906013439,0.3608383271086065,8.852160609886415,77477.70022990312,310912.1936235817,368833.0,4.2,313.534,113514.0,158692.0,635.0,6175.2,14890.0,16944.0,22976.0,29036.0,2999.0,9244.0,12951.0,35.07,0.178,337005.0,5.33
us,0.0,2024-08-31,2167.7443589807776,355002.30235062336,28728.0,208.1757425742574,0.2904552427014135,0.3503690736369566,8.835168835305462,77665.17380826874,321703.1868550647,368333.0,4.2,314.121,113549.0,158770.0,635.0,6182.1,14916.0,16953.0,22929.0,29039.0,2991.0,9251.0,12925.0,35.22,0.177,337185.0,5.33
us,0.0,2024-09-30,2170.5555838779314,355490.0515313361,24702.0,207.9710144927536,0.2905003643725332,0.3419437051666996,8.823709175841733,77875.53414625303,331101.5174646118,361833.0,4.1,314.686,113756.0,159025.0,636.0,6184.5,14923.0,17014.0,22951.0,29059.0,2992.0,9257.0,12913.0,35.33,0.178,337362.0,5.13
us,0.0,2024-10-31,2170.5745179736205,356133.096549066,22885.0,212.13452561670516,0.2913449291544753,0.3493324610438231,8.838125370400064,78101.93982962254,323644.74227840663,359000.0,4.1,315.454,113818.0,159068.0,636.0,6191.9,14941.0,17006.0,22941.0,29065.0,2990.0,9262.0,12861.0,35.46,0.177,337521.0,4.83
us,0.0,2024-11-30,2171.7308760229025,356706.9057481407,20072.0,212.8928468265488,0.2923448005473724,0.3603782001070686,8.850202420044814,78369.97914505543,312785.29634736007,357833.0,4.2,316.441,113966.0,159280.0,637.0,6195.3,14958.0,17058.0,22950.0,29042.0,2994.0,9273.0,12886.0,35.59,0.176,337669.0,4.64
us,0.0,2024-12-31,2173.6002921062445,357504.51672108803,,,0.2931722492253171,0.3585042868766257,8.867838676995346,78591.79644952847,315322.98282667174,,4.1,,114197.0,159536.0,634.0,6191.8,14975.0,17101.0,22978.0,29091.0,3004.0,9286.0,12873.0,35.69,0.176,,4.48
nyc,1.0,2015-01-31,2241.1569308126186,399288.6168325543,,,0.3892783285154323,0.4299973581110263,11.927312592672507,88561.93912982436,299168.44113655965,358058.0,6.2,258.376,7122.5,9299.0,360.54647799197306,414.509115821632,1041.72231829569,859.1742915208209,1460.2417106674402,336.1,291.490754816246,758.300730397126,368.62400729661294,30.05,0.208,19657.321,0.11
nyc,1.0,2015-02-28,2265.606910145351,399573.8112869221,,,0.3910890638820759,0.4306769148598316,11.909781942229747,89148.11797455106,298745.93739393994,354667.0,6.1,259.24,7150.8,9307.1,354.79342588902296,414.4308546937911,1041.4033958568302,860.779014311811,1462.40822770955,333.3,290.73124066316103,758.613818247983,368.030394302283,30.48,0.22,19657.321,0.11
nyc,1.0,2015-03-31,2283.3478633133136,400085.5320636772,,,0.3924838599571857,0.432208946604746,11.898203293733316,89655.92147677431,297865.41839222034,353000.0,5.6,259.647,7200.2,9321.1,360.09407421980103,414.87610195175296,1042.13545061631,861.993885969792,1464.37587621625,334.2,290.490493340812,759.3505857890691,367.965880150312,30.41,0.195,19657.321,0.11
nyc,1.0,2015-04-30,2297.9057114444054,400717.3130516277,,,0.393354223705841,0.4287247651666656,11.889515929790452,90053.89309400917,301052.9494343915,347750.0,5.2,259.959,7262.3,9324.7,366.671974640373,414.864694790372,1043.45951126952,864.157875838972,1470.0331695625598,336.0,290.04132193158694,760.494821830964,367.947829512453,30.14,0.197,19657.321,0.12
nyc,1.0,2015-05-31,2299.448847451125,401883.6360682224,,,0.393161051678749,0.4344235683046209,11.897426700784637,90216.51082183576,297468.9015548031,354000.0,5.4,261.066,7335.0,9367.4,370.65183378758695,415.28492410412696,1045.64522602657,873.399905891165,1473.12355992499,340.3,290.444706344677,761.8662665500709,368.11871534466496,29.94,0.192,19657.321,0.12
nyc,1.0,2015-06-30,2315.340386466402,403062.0798870183,,,0.3927392916001597,0.4390875281927233,11.898239147536303,90372.02300532124,294739.914727198,364000.0,5.4,261.512,7382.6,9382.6,372.21776493459504,415.524884565411,1046.4992268913,866.742996588681,1476.09642123814,343.5,289.879917807447,762.8885705648331,368.357034518817,29.89,0.207,19657.321,0.13
nyc,1.0,2015-07-31,2321.2475032059688,404388.82414563285,,,0.3923733129305859,0.4413403930017375,11.90365833075112,90547.63668842692,294032.0646405088,376250.0,5.6,261.199,7354.3,9399.5,373.900637516957,415.705145014689,1054.21786530666,874.186130734489,1479.58681163987,327.6,292.179584405176,764.918660167862,369.02341624794406,29.82,0.201,19657.321,0.13
nyc,1.0,2015-08-31,2322.22222768468,406088.0834897932,,,0.3925733455074705,0.437158655669182,11.917733285703662,90870.71547738944,298521.0877566656,385000.0,5.2,261.347,7331.7,9419.6,375.20517168458,415.855291760384,1051.23783831099,876.3397909787061,1481.75187869556,326.4,290.222522751061,765.634284375291,368.86304450971,30.17,0.198,19657.321,0.14
nyc,1.0,2015-09-30,2320.644468632197,408554.82025790215,,,0.3925039801154464,0.4375871932407314,11.945645909327526,91197.17855116069,300084.41449185606,383333.0,4.8,261.887,7337.4,9422.5,374.81531261008496,415.416841014053,1048.48734776099,880.5780692974099,1482.20613042981,343.5,291.15858619573896,766.647171476324,369.37714943723694,30.06,0.195,19657.321,0.14
nyc,1.0,2015-10-31,2321.026890057332,411408.5994020081,,,0.3923420030084346,0.4357697846182005,11.983624679372973,91513.0732046194,303727.1628435255,375333.0,4.7,261.515,7434.4,9447.2,379.50773550030095,415.703502190398,1046.76068020935,883.08229735824,1492.81070148647,347.1,293.105864416258,769.2864296807049,369.32261475844496,30.11,0.185,19657.321,0.12
nyc,1.0,2015-11-30,2323.977307120532,413949.6490941802,,,0.3916106620083611,0.4415343138573904,12.01222479198487,91695.61698946818,301179.9505973441,365333.0,4.6,261.009,7485.9,9464.5,380.48417796618304,415.30980625334297,1049.13851854371,882.79405399756,1492.1390758284,353.1,293.482263245952,768.7484649728959,368.981935266932,30.65,0.186,19657.321,0.12
nyc,1.0,2015-12-31,2330.0308696521083,416095.2311681312,,,0.390908661745217,0.4428323216944649,12.030438784098624,91885.31303167633,301849.6462726343,361333.0,4.5,259.941,7516.0,9472.1,382.28146875304606,414.767879600231,1049.49824204181,888.371656308439,1493.3770035463,361.1,293.810259596759,768.840546917011,369.22255420668,30.18,0.182,19657.321,0.24
nyc,1.0,2016-01-31,2338.6888210965344,417769.3377207037,,,0.3899293225237141,0.4477340774543537,12.032497746613808,92014.34623808113,299355.63578191213,359333.0,5.1,260.342,7264.0,9476.8,384.85701469647006,414.7717293636391,1051.9832172025,883.9718667720083,1496.7101326524898,346.2,293.057919865127,771.299798841011,369.644204088537,30.47,0.186,19636.391,0.34
nyc,1.0,2016-02-29,2350.70873032778,419086.9954923377,,,0.3890457634681721,0.4404618018557645,12.025541812684892,92145.94090930885,305913.9428791781,355733.0,5.1,260.875,7300.8,9491.3,379.63006360827694,414.9141694701541,1050.11242513879,887.046528847069,1498.61379896779,345.0,291.49094839312903,770.788742306844,369.91114142412806,30.66,0.182,19636.391,0.38
nyc,1.0,2016-03-31,2361.945409097424,419774.8618592368,,,0.3879217006944981,0.4408775717677798,12.007045264992612,92176.50021159234,306080.964108061,350067.0,4.9,261.508,7356.5,9518.5,387.21054976577295,414.253256649525,1052.80745314236,892.466601776591,1503.7778784329598,346.8,291.98880908644503,771.106830833002,369.7409547364471,30.41,0.187,19636.391,0.36
nyc,1.0,2016-04-30,2375.7700696423667,420676.47488630674,,,0.3869086215962223,0.4375537485728162,11.995930796786084,92229.89233750026,309410.1319275772,350633.0,4.6,262.619,7430.4,9524.9,388.12856593733903,413.513644120422,1052.41505229445,896.935030767297,1506.98004089217,350.3,294.935721442626,771.808496707596,368.799201216088,30.33,0.188,19636.391,0.37
nyc,1.0,2016-05-31,2385.746068447218,421835.1584029586,,,0.3861116250402734,0.4372329022396661,11.992668635064453,92334.64945741717,310582.38020331104,355900.0,4.5,263.312,7455.5,9514.9,387.0522676896471,412.119296547376,1051.53688751529,892.4977699468202,1506.0168509789,351.5,281.183892508207,772.848188006926,368.203218343389,30.61,0.177,19636.391,0.37
nyc,1.0,2016-06-30,2388.559907301469,423354.5063287743,,,0.3854713755919496,0.4363411698611639,11.99817326807151,92483.01480480692,312489.5365933289,368900.0,4.8,263.877,7523.8,9528.3,387.481409075973,411.37600477898303,1050.96360215197,892.868206796089,1510.4686620093898,353.1,292.875671838924,772.404087302232,367.690831630776,30.05,0.19,19636.391,0.38
nyc,1.0,2016-07-31,2392.147436119589,424512.3434992793,,,0.385156002657655,0.43200129086637,11.993016818096892,92709.80667510882,316955.0879843908,381000.0,5.2,263.722,7500.8,9572.6,388.99235548125904,411.250170297192,1059.24279755048,898.3649749633249,1514.04802912271,337.3,298.368517529511,773.291916114071,367.876158621491,30.28,0.191,19636.391,0.39
nyc,1.0,2016-08-31,2385.834491240124,425067.2675713833,,,0.3844248721310561,0.4311310237555411,11.973511830375474,92817.19769772688,318108.2517767603,389333.0,5.1,264.16,7477.6,9581.2,390.877235611556,411.344450327688,1055.74963866162,898.4967321530072,1518.3886180733898,334.7,296.742228148438,774.153824372791,367.71675110961297,30.65,0.191,19636.391,0.4
nyc,1.0,2016-09-30,2384.4756604803374,425399.463018172,,,0.3845095691310262,0.4315951934489117,11.96410355404988,92986.9408338802,317965.0025651565,386667.0,4.9,264.602,7493.8,9596.3,391.248105733922,410.928463767517,1052.01076463592,902.0330821471699,1523.61088880242,354.8,296.67729118256,772.723591417535,367.022011811766,30.56,0.191,19636.391,0.4
nyc,1.0,2016-10-31,2381.8132153100287,426175.2228417794,,,0.3847151260176615,0.4320574593650384,11.96845761473257,93165.3967541574,318145.4463725651,377333.0,4.8,264.738,7553.9,9592.9,389.91208961015406,410.30439955711296,1053.03025786735,899.090543106845,1519.6341078206,360.9,296.247262050568,772.278391407275,367.60608364035784,31.04,0.179,19636.391,0.4
nyc,1.0,2016-11-30,2398.927013139034,427690.4833889564,,,0.3855166713951391,0.4424892192134417,11.989802065671894,93520.69458277951,310797.37713850377,369000.0,4.4,265.203,7613.5,9599.9,390.80173652141696,409.983172737336,1050.48868441437,904.8361429520621,1521.59735454993,368.1,295.6008706121,772.7257561517799,367.17679040049694,30.61,0.178,19636.391,0.41
nyc,1.0,2016-12-31,2405.795821893883,430097.5507168101,,,0.3846052542878699,0.4574178231232817,12.011882683940948,93657.28644045464,301134.73875510663,363333.0,4.2,265.421,7652.0,9625.9,391.893091143652,410.1442163820111,1052.8237581378098,906.352875296848,1525.56553426684,376.9,297.163994450954,773.653538940931,367.305822533794,30.55,0.192,19636.391,0.54
nyc,1.0,2017-01-31,2423.989162894484,432454.1001429505,,,0.3834532081711682,0.4591357460164502,12.02779036974929,93771.73699569589,301583.1078364531,361667.0,4.8,266.917,7412.7,9650.3,393.996458426035,409.962467142752,1054.6632035408,911.64155690636,1527.44897320487,362.8,296.777904607113,774.437720301117,366.8572101502761,31.53,0.189,19593.849,0.65
nyc,1.0,2017-02-28,2435.8059354438224,434708.1112888867,,,0.3818638395753733,0.4603892954908136,12.047657848265194,93765.95773076576,302447.56655082136,356667.0,4.9,267.662,7451.7,9659.7,394.94079725162,410.07650827128,1054.92316280458,915.323662797167,1530.04903758484,359.9,298.091211124638,776.639121367081,366.577075057114,31.53,0.194,19593.849,0.66
nyc,1.0,2017-03-31,2452.0186599717063,436769.3974531198,,,0.3807051172923057,0.4615411388526091,12.054743155314805,93918.10957963404,303222.2169359372,353000.0,4.3,267.582,7490.7,9660.3,395.133516243633,409.504301779796,1055.03584455249,914.7395505627651,1529.20809190056,360.9,297.725624561454,778.416964974048,366.462473256566,31.47,0.192,19593.849,0.79
nyc,1.0,2017-04-30,2462.4228220738487,439329.2114798501,,,0.37929360038874,0.4571286361782815,12.075117732118487,94028.5012632668,308605.5236452944,354667.0,4.1,267.948,7533.4,9660.1,397.130842131952,410.97143867069695,1054.43859374473,919.1522258982061,1524.6695146465695,358.4,295.695448289513,776.6005721159461,366.382041643125,31.86,0.189,19593.849,0.9
nyc,1.0,2017-05-31,2475.082368045213,441824.1884166523,,,0.3783150033594641,0.4562877726498299,12.086262250412558,94238.48078718362,311071.15549484646,363000.0,4.2,268.183,7618.7,9693.5,399.6126591415271,411.713855560737,1054.05681260692,928.3433668832099,1533.70730822259,365.2,297.18698321017604,778.900102726952,367.17706767786495,31.32,0.202,19593.849,0.91
nyc,1.0,2017-06-30,2482.2115309510204,443984.15339083225,,,0.377065077635682,0.4528618290559796,12.091148093403357,94349.85567781195,315295.38701564894,378667.0,4.4,268.666,7691.5,9710.7,401.220109812385,412.27975633026,1053.59456733108,928.6096238264848,1540.66027718575,369.3,297.92417024212693,781.1852556472479,366.691641099896,31.12,0.208,19593.849,1.04
nyc,1.0,2017-07-31,2488.2689800385533,445608.94042722223,,,0.3759000810935547,0.4544832598503426,12.079101175051743,94474.96027737178,315102.7816730105,390333.0,4.8,268.051,7633.2,9722.7,401.063042276602,411.032216835399,1067.8936885836,927.570939106984,1537.04369521081,354.5,299.251563950013,779.662687232005,365.821838433252,31.62,0.205,19593.849,1.15
